time_utc,open,high,low,close,tick_volume
2016-01-03 22:00:00,177.19300,177.36700,176.61600,176.65100,13700
2016-01-04 02:00:00,176.65300,176.67200,175.80200,175.92100,19624
2016-01-04 06:00:00,175.93000,176.07300,174.95800,175.73700,28880
2016-01-04 10:00:00,175.73800,176.29500,175.36200,175.73900,26542
2016-01-04 14:00:00,175.74100,175.78400,174.98200,175.49300,30782
2016-01-04 18:00:00,175.49200,175.91900,175.46300,175.80200,13992
2016-01-04 22:00:00,175.74900,176.08100,175.31200,176.06400,14930
2016-01-05 02:00:00,176.06800,176.16200,175.63100,175.78700,14256
2016-01-05 06:00:00,175.78500,176.01400,174.72600,174.75300,25514
2016-01-05 10:00:00,174.74900,174.90400,174.28300,174.90400,27096
2016-01-05 14:00:00,174.90000,175.11600,174.09700,174.45400,31164
2016-01-05 18:00:00,174.45700,174.75300,174.30400,174.72200,13240
2016-01-05 22:00:00,174.67800,174.92300,173.69600,173.89600,18514
2016-01-06 02:00:00,173.89400,174.25700,173.61300,174.03700,21310
2016-01-06 06:00:00,174.03500,174.08300,173.28700,173.54100,27400
2016-01-06 10:00:00,173.53100,173.82900,173.10000,173.82200,29728
2016-01-06 14:00:00,173.81900,173.81900,173.15300,173.41700,29916
2016-01-06 18:00:00,173.41900,173.55600,173.11300,173.33500,21232
2016-01-06 22:00:00,173.34000,173.75500,172.19700,172.45900,19234
2016-01-07 02:00:00,172.47700,172.96400,172.40800,172.67500,20894
2016-01-07 06:00:00,172.68600,172.77900,171.13500,171.34200,35154
2016-01-07 10:00:00,171.35900,171.61300,170.75900,171.60800,30798
2016-01-07 14:00:00,171.61000,172.46500,171.54300,172.07200,35414
2016-01-07 18:00:00,172.07400,172.18000,171.62500,171.99200,22854
2016-01-07 22:00:00,171.98500,173.36800,171.73000,172.95900,24158
2016-01-08 02:00:00,172.96200,173.28500,172.75200,172.89000,19620
2016-01-08 06:00:00,172.88700,173.23100,172.68000,172.94300,25642
2016-01-08 10:00:00,172.94100,173.00400,172.25200,172.29000,28426
2016-01-08 14:00:00,172.29300,172.40100,170.48400,171.01800,40664
2016-01-08 18:00:00,171.01600,171.16600,170.39700,170.51300,18574
2016-01-10 22:00:00,170.17100,170.54100,169.33700,170.27900,25250
2016-01-11 02:00:00,170.27400,170.63600,170.09200,170.47900,14226
2016-01-11 06:00:00,170.48000,171.91200,170.11700,171.64700,27916
2016-01-11 10:00:00,171.64000,172.27300,171.06800,171.97900,26010
2016-01-11 14:00:00,171.98400,172.09600,170.46200,170.89800,32560
2016-01-11 18:00:00,170.90300,171.41600,170.48200,171.24000,17842
2016-01-11 22:00:00,171.26200,171.68200,170.89700,171.21600,18598
2016-01-12 02:00:00,171.22600,171.23800,170.50700,170.73700,17312
2016-01-12 06:00:00,170.73500,171.12200,170.18700,170.57500,27124
2016-01-12 10:00:00,170.57400,170.67800,169.62300,169.93900,29590
2016-01-12 14:00:00,169.93800,170.04500,169.16500,169.79800,35724
2016-01-12 18:00:00,169.80000,170.09800,169.38100,169.96300,19774
2016-01-12 22:00:00,169.97500,170.96800,169.79300,170.77300,18404
2016-01-13 02:00:00,170.76800,171.27800,170.71200,171.01500,17994
2016-01-13 06:00:00,171.01700,171.28900,170.45000,171.06000,27424
2016-01-13 10:00:00,171.05900,171.12600,169.81600,170.36900,25212
2016-01-13 14:00:00,170.36400,171.03100,170.20700,170.69700,33892
2016-01-13 18:00:00,170.69600,170.71500,169.50000,169.54200,23284
2016-01-13 22:00:00,169.49200,169.71400,168.83500,169.20300,21026
2016-01-14 02:00:00,169.19500,169.51000,168.90700,169.38900,16496
2016-01-14 06:00:00,169.39600,170.33300,169.34400,169.46400,30372
2016-01-14 10:00:00,169.46700,169.89600,169.00700,169.55700,33146
2016-01-14 14:00:00,169.55600,170.33000,169.25300,170.22600,37274
2016-01-14 18:00:00,170.22500,170.51700,170.00500,170.15400,17290
2016-01-14 22:00:00,170.17200,170.56900,169.85500,170.09900,17676
2016-01-15 02:00:00,170.09600,170.15100,169.40400,169.74000,17320
2016-01-15 06:00:00,169.74600,169.91600,168.18400,168.76700,32684
2016-01-15 10:00:00,168.76400,168.81500,167.20500,167.70400,33558
2016-01-15 14:00:00,167.70700,168.21700,166.24300,166.69800,47336
2016-01-15 18:00:00,166.69700,166.93600,166.43300,166.75700,24114
2016-01-17 22:00:00,166.55700,167.46500,166.39200,167.34300,25828
2016-01-18 02:00:00,167.33900,167.54900,167.01300,167.27100,20514
2016-01-18 06:00:00,167.26800,168.14800,166.76700,167.68800,33176
2016-01-18 10:00:00,167.68900,167.99400,167.37300,167.56500,28394
2016-01-18 14:00:00,167.56900,167.73300,167.33200,167.37100,20520
2016-01-18 22:00:00,167.07000,167.80500,167.03600,167.57600,17120
2016-01-19 02:00:00,167.55500,168.09700,166.94000,167.99200,22970
2016-01-19 06:00:00,167.99100,169.10200,167.98500,168.70800,30988
2016-01-19 10:00:00,168.69800,169.06300,167.38800,167.64500,32306
2016-01-19 14:00:00,167.64400,167.66700,166.33600,166.59900,40120
